year,estratopri,aoj21,colseg,ur,q1,q2,m1,trust,pr5,ideologia
2021.0,Oriental,,,,,23.0,,,,
2021.0,Oriental,,,,,31.0,,,,
2021.0,Central,,,,,36.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Bogotá,,,,,36.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,57.0,Positiva,,,
2021.0,Atlántica,,,,,34.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,57.0,Positiva,,,
2021.0,Atlántica,Crimen organizado,Peor,,,38.0,Neutra,,,Centro izquierda
2021.0,Atlántica,,,,,47.0,,,,
2021.0,Atlántica,,,,,63.0,,,,
2021.0,Oriental,,,,,45.0,,,,
2021.0,Central,Crimen organizado,Peor,,,81.0,Neutra,,,
2021.0,Bogotá,Crimen organizado,Peor,,,52.0,Neutra,,,Izquierda
2021.0,Central,,,,,42.0,Positiva,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,32.0,Negativa,,,
2021.0,Bogotá,,,,,59.0,,,,
2021.0,Central,,,,,60.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,30.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,21.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,23.0,Negativa,,,Centro
2021.0,Atlántica,Delincuentes comunes,Igual,,,22.0,Positiva,,,Centro derecha
2021.0,Bogotá,Otros,Peor,,,22.0,Negativa,,,Derecha
2021.0,Central,,,,,63.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,31.0,Negativa,,,
2021.0,Central,,,,,34.0,,,,
2021.0,Bogotá,,,,,50.0,,,,
2021.0,Central,Guerrillas,Peor,,,56.0,Negativa,,,Derecha
2021.0,Central,,,,,63.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,55.0,Positiva,,,Centro derecha
2021.0,Oriental,,,,,73.0,,,,
2021.0,Atlántica,Crimen organizado,Igual,,,60.0,Positiva,,,
2021.0,Bogotá,Crimen organizado,Peor,,,35.0,Positiva,,,Centro derecha
2021.0,Atlántica,,,,,21.0,,,,
2021.0,Atlántica,,,,,48.0,,,,
2021.0,Oriental,,,,,32.0,,,,
2021.0,Bogotá,Guerrillas,Peor,,,31.0,Negativa,,,Centro
2021.0,Pacífica,Otros,Peor,,,37.0,Negativa,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,,,,39.0,Negativa,,,Centro
2021.0,Oriental,Delincuentes comunes,Peor,,,33.0,Neutra,,,
2021.0,Atlántica,,Igual,,,49.0,Positiva,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,70.0,Neutra,,,Derecha
2021.0,Bogotá,,,,,64.0,,,,
2021.0,Pacífica,,,,,55.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,34.0,Negativa,,,Izquierda
2021.0,Bogotá,Crimen organizado,Peor,,,37.0,Negativa,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,27.0,Negativa,,,Centro izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,33.0,Neutra,,,
2021.0,Bogotá,,,,,42.0,,,,
2021.0,Atlántica,,,,,36.0,,,,
2021.0,Atlántica,,,,,39.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,32.0,Negativa,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Neutra,,,Derecha
2021.0,Central,Crimen organizado,Igual,,,27.0,Neutra,,,
2021.0,Oriental,,,,,58.0,,,,
2021.0,Central,Ninguno,Peor,,,42.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,39.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,31.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,32.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,53.0,Neutra,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,49.0,Neutra,,,Derecha
2021.0,Atlántica,,,,,32.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,58.0,Positiva,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,36.0,Neutra,,,Centro
2021.0,Bogotá,,,,,28.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,32.0,Negativa,,,Izquierda
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,50.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,24.0,Neutra,,,Centro derecha
2021.0,Central,Guerrillas,Peor,,,45.0,Neutra,,,Derecha
2021.0,Atlántica,Delincuentes comunes,Igual,,,60.0,Positiva,,,Derecha
2021.0,Oriental,Guerrillas,Peor,,,52.0,Negativa,,,
2021.0,Central,,,,,42.0,,,,
2021.0,Oriental,,,,,25.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,57.0,Neutra,,,Izquierda
2021.0,Central,,,,,41.0,,,,
2021.0,Atlántica,,,,,47.0,,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,47.0,Neutra,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,42.0,Negativa,,,Centro
2021.0,Bogotá,,,,,23.0,,,,
2021.0,Central,,,,,23.0,,,,
2021.0,Amazonia,Ninguno,Peor,,,36.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,56.0,Negativa,,,Derecha
2021.0,Atlántica,,,,,30.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,38.0,Negativa,,,Centro derecha
2021.0,Atlántica,,,,,44.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,28.0,Neutra,,,Centro derecha
2021.0,Pacífica,Delincuentes comunes,Peor,,,36.0,Negativa,,,Izquierda
2021.0,Oriental,Crimen organizado,Peor,,,40.0,Neutra,,,Izquierda
2021.0,Oriental,,,,,69.0,,,,
2021.0,,,,,,30.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,59.0,Negativa,,,Izquierda
2021.0,Central,Otros,Peor,,,38.0,Negativa,,,
2021.0,Atlántica,,,,,44.0,,,,
2021.0,Atlántica,,,,,61.0,,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Central,,,,,32.0,,,,
2021.0,Bogotá,,,,,28.0,,,,
2021.0,Oriental,,,,,51.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,39.0,Negativa,,,Derecha
2021.0,Atlántica,,,,,28.0,,,,
2021.0,Oriental,,,,,41.0,,,,
2021.0,Central,,,,,53.0,,,,
2021.0,Oriental,,,,,24.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,44.0,Negativa,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,33.0,Negativa,,,
2021.0,Oriental,Guerrillas,Peor,,,55.0,Neutra,,,Derecha
2021.0,Oriental,,,,,56.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,25.0,Negativa,,,Centro izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,20.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Peor,,,58.0,Negativa,,,
2021.0,Oriental,,,,,41.0,,,,
2021.0,Atlántica,,,,,63.0,,,,
2021.0,Oriental,,,,,39.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,44.0,Negativa,,,
2021.0,Oriental,,,,,31.0,,,,
2021.0,Bogotá,,,,,55.0,,,,
2021.0,Central,Crimen organizado,Peor,,,31.0,Negativa,,,Centro derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,32.0,Negativa,,,
2021.0,Atlántica,Crimen organizado,Peor,,,23.0,Neutra,,,Izquierda
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Central,,Igual,,,27.0,Negativa,,,
2021.0,Pacífica,,,,,64.0,,,,
2021.0,Oriental,,,,,31.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,39.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,64.0,,,,
2021.0,Amazonia,Delincuentes comunes,Peor,,,35.0,Neutra,,,Centro
2021.0,Bogotá,,,,,49.0,,,,
2021.0,Amazonia,,,,,26.0,,,,
2021.0,Atlántica,,,,,33.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,32.0,Negativa,,,Centro izquierda
2021.0,Central,Ninguno,Peor,,,37.0,Negativa,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Pacífica,,,,,40.0,,,,
2021.0,Oriental,,,,,29.0,,,,
2021.0,Oriental,,,,,56.0,,,,
2021.0,Oriental,,,,,38.0,,,,
2021.0,Bogotá,,,,,44.0,,,,
2021.0,Atlántica,,,,,30.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,28.0,Neutra,,,Centro izquierda
2021.0,Central,Crimen organizado,Igual,,,62.0,Positiva,,,
2021.0,Oriental,,,,,19.0,,,,
2021.0,Atlántica,,,,,45.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,40.0,Positiva,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,35.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,33.0,Positiva,,,Centro
2021.0,Atlántica,Delincuentes comunes,Peor,,,29.0,Negativa,,,Izquierda
2021.0,Bogotá,Guerrillas,Igual,,,46.0,Positiva,,,Centro
2021.0,Central,Delincuentes comunes,Peor,,,28.0,Negativa,,,Centro
2021.0,Bogotá,,,,,28.0,,,,
2021.0,Central,,,,,55.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,21.0,Negativa,,,Centro derecha
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Oriental,,,,,36.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Oriental,,,,,48.0,,,,
2021.0,Pacífica,Crimen organizado,Peor,,,54.0,Negativa,,,
2021.0,Bogotá,,,,,37.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,36.0,Neutra,,,Centro derecha
2021.0,Amazonia,Guerrillas,Igual,,,37.0,Positiva,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,41.0,Negativa,,,Centro derecha
2021.0,Oriental,,,,,25.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,62.0,Negativa,,,Centro izquierda
2021.0,Central,,,,,26.0,,,,
2021.0,Bogotá,,,,,47.0,,,,
2021.0,Oriental,Otros,Peor,,,54.0,Negativa,,,Izquierda
2021.0,Pacífica,,,,,33.0,,,,
2021.0,Atlántica,,,,,24.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,36.0,Negativa,,,Izquierda
2021.0,Pacífica,,,,,33.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,31.0,Negativa,,,Centro izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,44.0,Negativa,,,Derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,26.0,Negativa,,,Centro izquierda
2021.0,Pacífica,Crimen organizado,Mejor,,,26.0,Positiva,,,Centro
2021.0,Oriental,Delincuentes comunes,Igual,,,37.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,37.0,,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Central,Crimen organizado,Peor,,,42.0,Positiva,,,Derecha
2021.0,Oriental,,,,,30.0,,,,
2021.0,Oriental,,,,,38.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,56.0,Negativa,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,42.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,38.0,,,,
2021.0,Atlántica,Guerrillas,Igual,,,62.0,Positiva,,,Derecha
2021.0,Oriental,Crimen organizado,Peor,,,27.0,Negativa,,,
2021.0,Pacífica,Crimen organizado,Igual,,,35.0,Positiva,,,
2021.0,Central,,,,,50.0,,,,
2021.0,Bogotá,Guerrillas,Peor,,,50.0,Negativa,,,
2021.0,Pacífica,,,,,21.0,,,,
2021.0,Oriental,,,,,43.0,,,,
2021.0,Bogotá,,Peor,,,33.0,Neutra,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Amazonia,,,,,35.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,46.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,31.0,Neutra,,,Centro derecha
2021.0,Bogotá,Crimen organizado,Peor,,,37.0,Negativa,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,54.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,36.0,Negativa,,,
2021.0,Central,Crimen organizado,Peor,,,29.0,Negativa,,,Centro izquierda
2021.0,Amazonia,Delincuentes comunes,Peor,,,46.0,Negativa,,,
2021.0,Oriental,Crimen organizado,Peor,,,19.0,Neutra,,,
2021.0,Central,,,,,49.0,,,,
2021.0,Atlántica,,,,,54.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,44.0,Positiva,,,Centro
2021.0,Pacífica,,,,,29.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,39.0,Negativa,,,Centro
2021.0,Oriental,,,,,48.0,,,,
2021.0,Pacífica,Delincuentes comunes,Igual,,,38.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,22.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Bogotá,,,,,37.0,,,,
2021.0,Oriental,,,,,47.0,,,,
2021.0,Oriental,Crimen organizado,Igual,,,46.0,Positiva,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Igual,,,54.0,Negativa,,,Centro izquierda
2021.0,Oriental,,,,,24.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,56.0,Positiva,,,Derecha
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Oriental,,,,,33.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,55.0,Negativa,,,
2021.0,Oriental,Otros,Peor,,,54.0,Negativa,,,Centro izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,29.0,Negativa,,,Centro derecha
2021.0,Oriental,,,,,38.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,35.0,Negativa,,,
2021.0,Amazonia,,,,,36.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,23.0,Negativa,,,
2021.0,Central,Delincuentes comunes,Igual,,,31.0,Positiva,,,Derecha
2021.0,Oriental,Ninguno,Peor,,,67.0,Neutra,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,62.0,Neutra,,,Centro derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,28.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,31.0,Neutra,,,Centro
2021.0,Pacífica,,,,,34.0,,,,
2021.0,Oriental,,,,,27.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,46.0,Neutra,,,Centro izquierda
2021.0,Atlántica,,,,,51.0,,,,
2021.0,Bogotá,,,,,26.0,,,,
2021.0,Central,,,,,21.0,,,,
2021.0,Oriental,,,,,59.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,30.0,Neutra,,,Centro
2021.0,Oriental,Crimen organizado,Peor,,,28.0,Negativa,,,Centro
2021.0,Atlántica,,,,,49.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,20.0,Negativa,,,Centro derecha
2021.0,Atlántica,Crimen organizado,Peor,,,36.0,Neutra,,,Derecha
2021.0,Amazonia,Crimen organizado,Peor,,,32.0,Negativa,,,Centro derecha
2021.0,Oriental,,,,,37.0,,,,
2021.0,Oriental,,,,,25.0,,,,
2021.0,Atlántica,,,,,62.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,30.0,Neutra,,,Centro derecha
2021.0,Oriental,Guerrillas,Peor,,,31.0,Neutra,,,Centro derecha
2021.0,Amazonia,Ninguno,Peor,,,67.0,Negativa,,,
2021.0,Oriental,Guerrillas,Igual,,,21.0,Negativa,,,Centro
2021.0,Bogotá,Delincuentes comunes,Peor,,,49.0,Negativa,,,Izquierda
2021.0,Atlántica,,,,,33.0,,,,
2021.0,Central,Crimen organizado,Peor,,,29.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,29.0,Positiva,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Igual,,,22.0,Positiva,,,
2021.0,Pacífica,,,,,23.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Bogotá,Crimen organizado,Igual,,,29.0,Positiva,,,Centro
2021.0,Amazonia,Delincuentes comunes,Igual,,,48.0,Negativa,,,Derecha
2021.0,Atlántica,Crimen organizado,Peor,,,29.0,Negativa,,,Centro izquierda
2021.0,Pacífica,Delincuentes comunes,Igual,,,59.0,Negativa,,,
2021.0,Central,,,,,65.0,,,,
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Atlántica,,,,,28.0,,,,
2021.0,Central,,,,,19.0,,,,
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,35.0,Negativa,,,Centro
2021.0,Oriental,Delincuentes comunes,Peor,,,55.0,Negativa,,,
2021.0,Central,Crimen organizado,Peor,,,33.0,Positiva,,,Derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,33.0,Neutra,,,Centro
2021.0,Bogotá,Crimen organizado,Peor,,,46.0,Negativa,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,62.0,Negativa,,,Derecha
2021.0,Central,,,,,41.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,28.0,Neutra,,,Centro
2021.0,Atlántica,,,,,36.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,62.0,Positiva,,,Centro
2021.0,Oriental,,,,,57.0,,,,
2021.0,Bogotá,,,,,64.0,,,,
2021.0,Pacífica,,,,,34.0,,,,
2021.0,Bogotá,,,,,32.0,,,,
2021.0,Bogotá,,,,,50.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,46.0,Positiva,,,
2021.0,Central,,,,,32.0,,,,
2021.0,Pacífica,,,,,47.0,,,,
2021.0,Amazonia,Delincuentes comunes,Peor,,,37.0,Neutra,,,Derecha
2021.0,Oriental,Guerrillas,Peor,,,37.0,Positiva,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,47.0,Neutra,,,
2021.0,Bogotá,,,,,28.0,,,,
2021.0,Central,,,,,63.0,,,,
2021.0,Central,,,,,22.0,,,,
2021.0,Oriental,,,,,36.0,,,,
2021.0,Central,,,,,55.0,,,,
2021.0,Atlántica,,,,,57.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,33.0,Negativa,,,Centro
2021.0,Atlántica,,,,,41.0,,,,
2021.0,Amazonia,,,,,28.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,54.0,Positiva,,,Derecha
2021.0,Oriental,Crimen organizado,Peor,,,70.0,Negativa,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Negativa,,,Centro
2021.0,Pacífica,Crimen organizado,Peor,,,27.0,Negativa,,,
2021.0,Pacífica,Otros,Igual,,,36.0,Positiva,,,
2021.0,Atlántica,,,,,28.0,,,,
2021.0,Bogotá,,,,,39.0,,,,
2021.0,Central,,,,,42.0,,,,
2021.0,Amazonia,,,,,53.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,49.0,Negativa,,,Izquierda
2021.0,Bogotá,,,,,26.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,48.0,Neutra,,,
2021.0,Bogotá,,,,,23.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,42.0,Neutra,,,
2021.0,Atlántica,Crimen organizado,Igual,,,36.0,Neutra,,,Centro
2021.0,Bogotá,,,,,45.0,,,,
2021.0,Oriental,,,,,23.0,,,,
2021.0,Atlántica,,,,,39.0,,,,
2021.0,Pacífica,,,,,71.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,24.0,Negativa,,,Izquierda
2021.0,Central,,,,,47.0,,,,
2021.0,Central,,,,,32.0,,,,
2021.0,Atlántica,Crimen organizado,Igual,,,58.0,Positiva,,,Centro izquierda
2021.0,Pacífica,Crimen organizado,Peor,,,55.0,Negativa,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,43.0,Neutra,,,Centro
2021.0,Atlántica,Crimen organizado,Peor,,,35.0,Neutra,,,Centro izquierda
2021.0,Atlántica,,,,,42.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,58.0,Neutra,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Pacífica,,,,,42.0,,,,
2021.0,Bogotá,,,,,37.0,,,,
2021.0,Central,Crimen organizado,Igual,,,35.0,Neutra,,,
2021.0,Oriental,,,,,57.0,,,,
2021.0,Bogotá,,,,,25.0,,,,
2021.0,Central,,,,,58.0,,,,
2021.0,Atlántica,,,,,64.0,,,,
2021.0,Bogotá,,,,,54.0,,,,
2021.0,Central,,,,,52.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,47.0,Negativa,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,80.0,Negativa,,,
2021.0,Bogotá,,,,,50.0,,,,
2021.0,Oriental,Crimen organizado,Igual,,,35.0,Positiva,,,Centro derecha
2021.0,Atlántica,,,,,59.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,25.0,Negativa,,,
2021.0,Oriental,Crimen organizado,Peor,,,65.0,Positiva,,,
2021.0,Oriental,,,,,55.0,,,,
2021.0,Oriental,,,,,47.0,,,,
2021.0,Oriental,,,,,24.0,,,,
2021.0,Oriental,,,,,66.0,,,,
2021.0,Oriental,,Igual,,,70.0,Positiva,,,
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Bogotá,Delincuentes comunes,Igual,,,31.0,Neutra,,,
2021.0,Pacífica,Crimen organizado,Peor,,,44.0,Negativa,,,
2021.0,Bogotá,,,,,30.0,,,,
2021.0,Central,Guerrillas,Peor,,,42.0,Negativa,,,
2021.0,Oriental,,,,,44.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,31.0,Neutra,,,Centro
2021.0,Oriental,,,,,33.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,43.0,Neutra,,,
2021.0,Oriental,,,,,47.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,32.0,Neutra,,,Izquierda
2021.0,Central,,,,,66.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,40.0,Negativa,,,
2021.0,Atlántica,,,,,23.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,48.0,Neutra,,,Centro derecha
2021.0,Amazonia,,,,,28.0,,,,
2021.0,Atlántica,Delincuentes comunes,,,,53.0,Positiva,,,
2021.0,Pacífica,Crimen organizado,Peor,,,57.0,Neutra,,,Izquierda
2021.0,Oriental,Guerrillas,Peor,,,47.0,Positiva,,,
2021.0,Oriental,Crimen organizado,Peor,,,47.0,Neutra,,,
2021.0,Oriental,,,,,28.0,,,,
2021.0,Pacífica,Delincuentes comunes,Igual,,,38.0,Positiva,,,
2021.0,Oriental,,,,,31.0,,,,
2021.0,Oriental,,,,,51.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,36.0,Neutra,,,Izquierda
2021.0,Pacífica,Delincuentes comunes,Igual,,,28.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,31.0,,,,
2021.0,Oriental,,,,,24.0,,,,
2021.0,Atlántica,,,,,52.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,30.0,Positiva,,,Izquierda
2021.0,Central,Crimen organizado,Peor,,,23.0,Neutra,,,Derecha
2021.0,Oriental,,,,,38.0,,,,
2021.0,Oriental,,,,,46.0,,,,
2021.0,Atlántica,Guerrillas,Mejor,,,59.0,Positiva,,,
2021.0,Atlántica,,,,,19.0,,,,
2021.0,Pacífica,,,,,31.0,,,,
2021.0,Atlántica,,,,,48.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,33.0,Negativa,,,
2021.0,Atlántica,Crimen organizado,Peor,,,33.0,Negativa,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,35.0,Negativa,,,Centro
2021.0,Atlántica,Crimen organizado,Peor,,,66.0,Positiva,,,Derecha
2021.0,Bogotá,,,,,34.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,35.0,Negativa,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,34.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Mejor,,,41.0,Positiva,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,38.0,Neutra,,,
2021.0,Oriental,,,,,49.0,,,,
2021.0,Oriental,,Peor,,,20.0,Neutra,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,56.0,Neutra,,,
2021.0,Central,,,,,29.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,57.0,Positiva,,,Derecha
2021.0,Atlántica,,,,,48.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,29.0,Neutra,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,30.0,Negativa,,,Centro izquierda
2021.0,Oriental,Ninguno,Igual,,,45.0,Negativa,,,
2021.0,Central,Crimen organizado,Peor,,,31.0,Positiva,,,Derecha
2021.0,Oriental,Crimen organizado,Peor,,,25.0,Neutra,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Igual,,,37.0,Neutra,,,
2021.0,Atlántica,,,,,23.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,30.0,Negativa,,,Izquierda
2021.0,Atlántica,Delincuentes comunes,Peor,,,35.0,Positiva,,,
2021.0,Pacífica,,,,,38.0,,,,
2021.0,Amazonia,Delincuentes comunes,Peor,,,33.0,Negativa,,,
2021.0,Central,Guerrillas,Peor,,,47.0,Positiva,,,Derecha
2021.0,Oriental,,,,,36.0,,,,
2021.0,Pacífica,Crimen organizado,Igual,,,46.0,Positiva,,,Izquierda
2021.0,Oriental,,,,,30.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,46.0,Negativa,,,
2021.0,Oriental,,,,,51.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,53.0,Negativa,,,
2021.0,Pacífica,,,,,46.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Atlántica,Crimen organizado,Mejor,,,50.0,Positiva,,,Izquierda
2021.0,Pacífica,,,,,55.0,,,,
2021.0,Atlántica,,,,,53.0,,,,
2021.0,Bogotá,,,,,66.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,60.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,21.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,66.0,Neutra,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,53.0,Negativa,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,44.0,Negativa,,,Centro
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Amazonia,,Peor,,,18.0,Negativa,,,Centro
2021.0,Amazonia,Delincuentes comunes,Peor,,,46.0,Negativa,,,Derecha
2021.0,Atlántica,,,,,21.0,,,,
2021.0,Oriental,,,,,25.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,33.0,Neutra,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,21.0,Neutra,,,
2021.0,Oriental,Crimen organizado,Peor,,,46.0,Neutra,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,23.0,Negativa,,,Centro
2021.0,Oriental,Delincuentes comunes,Peor,,,27.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,37.0,,,,
